id,fileName,japaneseName,type,description,page,usage
"mod_1760980081569_pdd0j","templates/gallery_images.csv","ギャラリー画像CSVテンプレート","service","このファイルは、画像ギャラリーに表示される画像のメタデータ（ファイルパス、キャプション、表示順序など）を定義するためのCSV形式のテンプレートデータです。主に初期データ投入や、ギャラリーコンテンツを管理・提供するサービスでのデータソースとして利用されます。","",""
"mod_1760980081569_74yrt","templates/gallery_tags.csv","ギャラリータグ定義テンプレート管理モジュール","service/configuration","ギャラリー機能で利用されるタグの定義情報を管理するモジュールです。CSV形式のテンプレートファイルを通じて、ギャラリーに表示するタグの種類やプロパティを設定・提供します。","",""
"mod_1760980081569_4kmhr","templates/company_info.csv","会社情報CSVテンプレート管理","service/data_template","会社情報のインポートやエクスポートに使用されるCSVファイルのフォーマットテンプレートを定義し、管理するモジュールです。データの一貫性と正確性を保証する役割を持ちます。","",""
"mod_1760980081569_bn8w4","templates/print_locations.csv","印刷場所設定管理サービス","service/configuration_management","システム内の印刷関連機能（印刷指示、レポート生成など）において利用される印刷場所に関するマスターデータを管理し、CSVテンプレートとして提供します。このデータは、適切な印刷場所の選択や印刷処理の構成に利用されます。","",""
"mod_1760980081569_kskcr","templates/print_size_constraints.csv","印刷サイズ制約設定","service/print-configuration","印刷機能で使用される用紙サイズ、余白、要素の最小/最大サイズなどの制約条件を定義し、管理するモジュールです。印刷出力の品質と整合性を保証するために、印刷処理サービスがこの設定を参照します。","",""
"mod_1760980081569_6gi99","templates/tags.csv","タグ定義サービス","service","`templates/tags.csv` ファイルに定義されたタグ情報を読み込み、アプリケーション全体で利用可能なタグデータを提供するサービスです。コンテンツの分類や検索フィルタなどに利用されます。","",""
"mod_1760980081569_hdeh5","templates/product_details.csv","製品データ連携定義モジュール","service/data_management","このモジュールは、製品の詳細情報をCSV形式で定義するテンプレート（例: インポートやエクスポート用）を管理します。データの一括処理や外部システムとの連携において、データ構造の標準化と整合性を保証する役割を担います。","",""
"mod_1760980081569_28f98","templates/product_tags.csv","商品タグデータ管理サービス","service/data_management","このモジュールは、`templates/product_tags.csv`ファイルを通じて、CSV形式での商品タグの定義と管理を行います。主に商品タグの一括登録、更新、またはエクスポートのためのテンプレートとして利用され、システム内の商品タグの整合性を保つ役割を担います。","",""
"mod_1760980081569_gvsw9","templates/product_colors.csv","製品色マスタデータ管理","service","製品のカラーに関するマスターデータの構造を定義し、データのインポート/エクスポートや設定に利用されるCSVテンプレートを提供するモジュールです。","",""
"mod_1760980081569_bfrdw","templates/product_prices.csv","商品価格データ管理サービス","service/data_management","このモジュールは、`product_prices.csv`のようなテンプレートファイルを利用して、商品価格データの管理を行います。具体的には、価格情報の定義、インポート/エクスポート機能、あるいは他のシステム機能へ価格データを提供する役割を担い、価格データの構造や基準となる情報を扱います。","",""
"mod_1760980081569_xmp89","templates/stock.csv","在庫データCSVテンプレート","service/data-format","在庫データのインポートやエクスポート時に使用されるCSVファイルのフォーマットを定義するテンプレートです。データ連携や報告書作成の際に基準となる形式を提供します。","",""
"mod_1760980081569_70jg9","templates/additional_print_costs_by_tag.csv","印刷追加コストタグ別設定管理","service/pricing_rules","このモジュールは、製品タグやオプションなどに基づいて適用される追加の印刷コストを定義するルールや設定を管理します。提供されたCSVファイルは、これらのコストルールを設定するためのテンプレートデータとして機能します。","",""
"mod_1760980081569_2l44o","templates/quotes.csv","引用データテンプレート管理サービス","service","`templates/quotes.csv`ファイルに定義された引用文のテンプレートデータを管理し、必要に応じて他のモジュールに提供する役割を担います。コンテンツの動的生成やシステム初期データとして利用されることが想定されます。","",""
"mod_1760980081569_5b4f8","templates/quote_items.csv","見積もり項目データテンプレート","service/data-management","見積もりシステムにおいて、見積もり書に含まれる品目（商品やサービス）のデータ構造を定義するCSV形式のテンプレートファイルです。主に、見積もり項目の一括インポート・エクスポート機能や、システム内部でのデータ生成・レポート作成などに利用され、見積もり作成プロセスを支援します。","",""
"mod_1760980081569_rlkt4","templates/quote_designs.csv","見積もりデザインテンプレート管理サービス","service/","見積もり書を作成する際に利用される、多様なデザインやレイアウトの定義（テンプレート）を管理し、提供するモジュールです。指定されたCSVファイルはこの定義データとして利用されます。","",""
"mod_1760980081569_7ur02","templates/quote_history.csv","見積履歴データエクスポートサービス","service/export","このモジュールは、システムに保存されている見積履歴データをCSV形式でエクスポートする機能を提供します。`templates/quote_history.csv`ファイルをテンプレートとして使用し、過去の見積情報を整形して、顧客へのレポート出力、内部分析、または他システムとのデータ連携のために利用されます。","",""
"mod_1760980081569_ug1ok","templates/quote_status_master.csv","見積ステータスマスター管理サービス","service","見積のライフサイクルで使用される各種ステータス（新規、承認済み、却下など）のマスターデータを定義、管理するサービスです。このサービスは、見積関連のワークフローとデータの一貫性を保証するための基盤データを提供します。指定されたCSVファイルは、このマスターデータのテンプレートまたは初期設定データとして利用されます。","",""
"mod_1760980081569_5du7t","templates/production_status_master.csv","生産状況マスタ定義","service","生産状況に関するステータス、フェーズ、または関連する基準情報などのマスタデータを定義するテンプレートファイル。システム内で一貫した生産状況の把握を可能にし、他のモジュールやレポート生成の基盤となるデータを提供します。","",""
"mod_1760980081569_m1bif","data/db.csv.api.ts.txt","CSVデータAPIサービス","service","このモジュールは、CSVファイルをデータソースとして扱い、データの読み込み、書き込み、検索などの操作を行うためのAPIを提供します。他のコンポーネントやサービスは、このAPIを介してCSVデータにアクセスします。","",""
"mod_1760980081569_sa2vj","data/db.php.api.ts.txt","データベース連携APIサービス","service/","データベースへのデータアクセス機能を提供するAPIサービスモジュールです。PHPで実装されたバックエンドのデータベース処理を、TypeScriptで定義されたインターフェースや利用ロジックを通じて利用することを想定しています。","",""
"mod_1760980081569_u9f50","api/generate-pdf.php.txt","PDF生成サービス","service/api-endpoint","このモジュールは、リクエストされたデータに基づいてPDFドキュメントを生成し、その結果を応答として提供するAPIエンドポイントです。主にサーバーサイドで動作し、動的なPDF作成機能を提供します。","",""
"mod_1760980081569_1gb63","templates/print_pricing_schedules.csv","価格スケジュール印刷サービス","service/","印刷物として出力される価格スケジュールに関するデータを格納、またはそのためのテンプレートとして機能するモジュールです。請求書や見積書など、価格情報を含むドキュメントの生成を支援します。","",""
"mod_1760980081569_hlvra","templates/category_pricing_schedules.csv","カテゴリ別価格スケジュールテンプレート","service/pricing_configuration","商品カテゴリごとに適用される価格設定のルールや期間を定義するためのデータテンプレートファイルです。これは、製品の価格決定や価格更新プロセスで使用され、特定のカテゴリに属するアイテムに対する柔軟な価格設定を可能にします。","",""
"mod_1760980081569_l16m5","templates/skus.csv","商品SKUマスタデータ管理サービス","service/product-catalog","SKU（在庫管理単位）に関するマスタデータを定義、管理し、外部システムとのデータ連携（インポート/エクスポート）を行うサービスです。`templates/skus.csv`ファイルは、このサービスにおいてSKUデータの構造を定義するテンプレートや、初期データとして利用されます。","",""
"mod_1760980081569_1w3n9","templates/incoming_stock.csv","入荷在庫データインポートテンプレート","service/data_import","外部システムまたは手動で入力された入荷在庫データをシステムにインポートする際に利用されるCSV形式のテンプレートです。このテンプレートは、データインポートサービスが整合性の取れた在庫データを取り込み、更新するために参照します。","",""
"mod_1760980081569_e9q44","templates/importer_mappings.csv","データインポートマッピング定義","service/data_import","外部から取り込むCSVなどのデータをシステム内部のデータ構造に変換・紐付けするためのマッピングルールを定義するテンプレートファイルです。データインポート機能において、どの外部データ項目をシステム内のどの項目に割り当てるかを指定します。","",""
"mod_1760980081569_vddse","templates/manufacturers.csv","メーカーデータテンプレート管理サービス","service/dataManagement","メーカーデータのCSV形式でのインポートやエクスポートに使用されるテンプレートファイルを管理し、関連するデータ処理機能を提供するモジュールです。主に、ユーザーがデータを一括で取り込んだり、システムからデータを抽出する際に利用されます。","",""
"mod_1760980081569_v9bx7","templates/filename_rule_presets.csv","ファイル命名規則プリセット定義","service/configuration","ファイル名の命名規則に関する事前設定されたテンプレートや規則セットを定義し、管理します。プロジェクトにおけるファイル命名の一貫性を保証するための設定データを提供します。","",""
"mod_1760980081569_1t6ra","api/backup_database.php.txt","データベースバックアップサービス","service/databaseBackup","このモジュールは、システムで使用されているデータベースのデータをバックアップする機能を提供します。通常、APIエンドポイントとして動作し、外部からのトリガーによってデータベースのスナップショットやデータをファイルに保存します。","",""
"mod_1760980081569_vnfhp","templates/print_history.csv","印刷履歴CSV出力サービス","service/data_export","印刷履歴データをCSV形式で生成し、出力するためのサービスです。このモジュールは、指定されたテンプレート（print_history.csv）を利用して、ユーザーが印刷履歴レポートを作成したり、データを外部システムへエクスポートしたりする機能を提供します。","",""
"mod_1760980081569_nkv6p","templates/print_history_positions.csv","履歴ポジション出力テンプレート","service/report","過去の取引や特定の時点におけるポジション履歴データを、CSVファイルとして出力または印刷するためのテンプレートを定義・管理するモジュールです。主にレポート生成やデータエクスポート機能で利用されます。","",""
"mod_1760980081569_frrl5","templates/print_history_images.csv","印刷履歴画像データレポートテンプレート管理","service/reporting","このモジュールは、印刷履歴に紐づく画像データに関するCSV形式のレポートやデータエクスポートのテンプレートを管理します。システムが過去の印刷ジョブに関連する画像情報を集計し、特定の形式で出力する際に利用されます。","",""
"mod_1760980081569_h2dyy","templates/ink_recipes.csv","インクレシピデータ管理サービス","service","インクの配合や特性に関する定義済み「レシピ」データをCSV形式で管理し、システムの他の部分がこれらのインク設定を参照・利用できるように提供する役割を担います。印刷、デジタルアート、またはその他のインク関連機能で一貫した設定を適用するために使用されます。","",""
"mod_1760980081569_gj4bf","templates/ink_manufacturers.csv","インク製造業者データ管理","service/data_management","インク製造業者に関するデータを管理するためのモジュールです。CSVテンプレートを用いてデータのインポート、エクスポート、またはシステム内のデータ構造の定義と整合性の確保を行います。","",""
"mod_1760980081569_4ie44","templates/ink_series.csv","インクシリーズマスターデータサービス","service/data","このモジュールは、`templates/ink_series.csv`ファイルからインク製品のシリーズに関するマスターデータを読み込み、他のコンポーネントやサービスに提供します。主に製品カタログの管理、レポート生成、あるいは特定の機能設定のために利用されるデータソースとなります。","",""
"mod_1760980081569_gz8bh","templates/ink_products.csv","インク製品データ出力サービス","service/data_export","「templates/ink_products.csv」は、インク製品に関するデータ構造や項目を定義するCSVテンプレートとして機能します。このモジュールは、このテンプレートを利用してインク製品のデータを管理し、レポート生成や外部システムへのデータエクスポートといった形式で出力する役割を担います。","",""
"mod_1760980081569_z8r2p","templates/pantone_colors.csv","パントンカラーデータプロバイダー","service","デザインや印刷プロセスで使用される標準的なパントンカラーデータを提供します。色選択、表示、またはリファレンス用のテンプレートデータとして機能します。","",""
"mod_1760980081569_avdys","templates/ink_recipe_usage.csv","インクレシピ使用状況管理サービス","service/data_management","インクレシピの消費量や使用履歴に関するデータを、CSVテンプレート（例: templates/ink_recipe_usage.csv）を用いて管理・記録し、必要に応じてインポート/エクスポートする機能を提供します。これにより、インクの使用状況分析や在庫管理をサポートします。","",""
"mod_1760980081569_13cwf","templates/posts.csv","投稿記事データテンプレート管理サービス","service/data","このモジュールは、ファイルパス`templates/posts.csv`で定義された投稿記事のデータ構造や形式に基づき、投稿データのインポート、エクスポート、または初期データ生成などのデータ処理機能を提供します。","",""
"mod_1760980081569_fv7bz","templates/post_categories.csv","投稿カテゴリ管理サービス","service/","投稿記事（ブログ記事、ニュース記事など）の分類に使用されるカテゴリ情報を定義・管理し、システム内の他のモジュールに提供する役割を担います。`templates/post_categories.csv` は、このカテゴリデータを設定するためのテンプレートファイルとして利用されます。","",""
"mod_1760980081569_7ut6u","templates/post_tags.csv","投稿タグデータテンプレート","service","投稿機能で利用されるタグの定義や初期データをCSV形式で格納したファイルです。タグの選択肢表示やタグ管理サービスによって参照されます。","",""
"mod_1760980081569_918hm","templates/post_tag_relations.csv","投稿タグ関連設定データ","service/configuration","投稿とタグの間の多対多関係を定義するCSV形式のテンプレートファイルです。主にアプリケーションの初期データロード、テストデータの投入、または関連情報のマッピング設定に利用されます。","",""
"mod_1760980081569_eis1d","templates/users.csv","ユーザーデータCSVテンプレート管理","service","ユーザーデータをCSV形式でエクスポートする際や、初期データとして利用する際のテンプレートファイルを管理するモジュールです。CSVファイルの構造や内容を定義し、関連するデータ処理サービスに提供します。","",""
"mod_1760980081569_9i4eb","templates/pricing_rules.csv","料金ルール設定モジュール","service/pricing","`templates/pricing_rules.csv` ファイルは、製品やサービスの料金決定に利用されるルールを定義したものです。このモジュールは、これらの料金ルールを読み込み、システムの他の部分が価格を計算したり、適用したりするためのロジックやデータを提供します。主に、料金エンジンの設定や更新を担当します。","",""
"mod_1760980081569_7wxy8","templates/pricing_assignments.csv","価格割り当て管理サービス","service/pricing","製品やサービスへの価格割り当てに関するデータを管理するサービスです。このCSVファイルは、価格割り当てデータを定義するためのテンプレート、または一括設定/インポートの基盤として利用されます。","",""
"mod_1760980081569_9fer6","templates/volume_discount_schedules.csv","数量割引スケジュール設定","service/config","このファイルは、商品に対する数量割引の適用ルールを定義した静的データ（CSV形式）を保持します。主に価格計算やプロモーション管理モジュールで使用され、割引率や適用条件を提供します。","",""
"mod_1760980081569_3wag5","templates/customer_groups.csv","顧客グループデータ管理テンプレート","service/data_management","顧客グループに関するデータ（インポート、エクスポート、初期設定など）の構造を定義するCSVテンプレートファイルを提供するモジュールです。データ連携や初期設定機能の一部として利用されます。","",""
"mod_1760980081569_u9gfz","templates/id_formats.csv","識別子フォーマット管理サービス","service/configuration","システム内で使用される各種識別子（ID）のフォーマット定義を一元的に管理するモジュール。CSVファイルからフォーマット情報を読み込み、IDの生成、検証、表示の際に一貫性と正確性を保証します。","",""
"mod_1760980081569_ftur8","templates/dtf_equipment.csv","設備情報データテンプレート","service","システム内で使用される設備の基本情報やデータ構造を定義するテンプレートファイルです。主に、設備データのインポートやエクスポートを行う際のフォーマットとして利用されます。","",""
"mod_1760980081569_00iy3","templates/dtf_labor_costs.csv","人件費データテンプレート","service/data-format","人件費データをCSV形式でエクスポートまたはインポートする際に使用されるフォーマットテンプレートです。データ連携やレポート作成の基盤として機能します。","",""
"mod_1760980081569_7sxpp","templates/dtf_press_time_costs.csv","プレス時間コスト管理サービス","service/costManagement","印刷機の稼働時間とその関連コストに関するデータを管理し、「templates/dtf_press_time_costs.csv」のようなテンプレートを使用してコストレポートやデータエクスポートを生成する役割を担います。","",""
"mod_1760980081569_56zl5","templates/dtf_electricity_rates.csv","電力料金データ連携モジュール","service/data_integration","ファイルパス `templates/dtf_electricity_rates.csv` で定義されたフォーマットに基づき、電力料金データのシステムへのインポート、エクスポート、および外部システムとのデータ連携を処理するモジュールです。このテンプレートは、電力料金データの標準的な構造を提供し、データの整合性と交換性を保証します。","",""
"mod_1760980081569_jk260","templates/pdf_templates.csv","PDFテンプレート定義モジュール","service/PdfTemplateDefinition","PDF文書の自動生成に使用されるテンプレートの構造、レイアウト、およびデータマッピングをCSV形式で定義・管理するモジュールです。PDF生成サービスがこの定義を利用して、動的なコンテンツを持つPDFファイルを生成します。","",""
"mod_1760980081569_uhl8a","templates/additional_options.csv","追加オプション設定データモジュール","service","このモジュールは、システムが利用する追加オプションの選択肢や設定に関する静的データをCSV形式で定義し、提供します。主に、動的なフォーム生成、ドロップダウンリストの項目、またはビジネスロジックにおける追加パラメータとして利用される情報源となります。","",""
"mod_1760980081569_lnx84","templates/app_logs.csv","ログエクスポートモジュール","service/data_export","アプリケーションのログデータをCSV形式でエクスポートする機能を提供するモジュールです。`templates/app_logs.csv`は、ログデータをCSV形式で出力する際のテンプレートとして利用されます。","",""
"mod_1760980081569_zcayx","api/import-stock.php.txt","在庫データ取り込みAPI","service","外部システムやファイルから在庫データを受け取り、システムに取り込み、データベースに登録または更新するためのAPIサービスです。","",""
"mod_1760980081569_nx6c3","templates/dev_locks.csv","開発用ロック管理設定","service/","開発環境における共有リソースへのアクセス競合を防ぎ、協調作業を円滑にするためのロック情報を定義・管理するモジュール。主に開発時の排他制御やステータス管理に利用されます。","",""
"mod_1760980081569_3h09l","templates/tool_migrations.csv","ツール移行設定データ","service/config","このCSVファイルは、システム内で使用されるツールの移行に関する具体的な設定やデータ変換規則を定義するテンプレートです。異なるバージョンのツール間でのデータ互換性を保ち、移行プロセスを円滑に進めるための情報源として利用されます。","",""
"mod_1760980081569_ksvwr","data/db.live.ts","ライブデータベースサービス","service","本番環境やリアルタイムデータへのアクセスを管理し、データベース操作（読み書き）を提供するモジュールです。実際のデータベース接続や、本番環境に特化したデータ永続化ロジックが含まれる可能性があります。","",""
"mod_1760980081569_8s099","templates/product_price_groups.csv","商品価格グループデータ管理サービス","service/master_data","商品価格グループの定義、設定、および関連するデータ（CSVテンプレートなど）の管理を行うサービスです。システムへのデータインポート・エクスポート機能を提供します。","",""
"mod_1760980081569_w9ic2","templates/product_price_group_items.csv","商品価格グループ項目管理サービス","service/","このモジュールは、商品価格グループに属する項目データの管理機能を提供します。特に、`templates/product_price_group_items.csv` テンプレートは、これらの価格設定関連データの一括インポート、エクスポート、または更新などの処理に使用されます。","",""
"mod_1760980081569_4kggl","templates/dtf_printers.csv","DTFプリンターデータテンプレート","service/data","DTFプリンターのモデル、設定、特性などの情報をCSV形式で定義したファイルです。システムが認識・管理するDTFプリンターに関するマスターデータや設定値を提供するために使用されます。","",""
"mod_1760980081569_skbzc","templates/dtf_print_speeds.csv","DTF印刷速度設定管理","service/printing_configuration","このモジュールは、DTF (Direct To Film) 印刷におけるプリンターの速度設定データを管理します。`dtf_print_speeds.csv`は、異なる印刷条件や材料に応じた最適な速度設定の定義テンプレートとして機能し、印刷処理における適切な速度選択を可能にします。","",""
"mod_1760980081569_v2trf","templates/email_attachments.csv","メール添付ファイル構成テンプレート","service/email","メール送信時に添付するファイルの情報や、添付ファイルとして利用するデータの構造を定義するためのテンプレートです。主にメール送信サービスによって利用され、添付ファイルの生成や選択ロジックの基盤となります。","",""
"mod_1760980081569_f0kup","templates/email_accounts.csv","メールアカウント管理サービス","service/account_management","Eメールアカウントの作成、更新、または一括登録に使用されるCSV形式のテンプレートを管理し、それらのデータに基づいてアカウント設定を処理するモジュールです。標準的なアカウント情報の定義や効率的なデータインポートを支援します。","",""
"mod_1760980081569_v7raw","api/fetch_emails.php.txt","メール取得API","service/api","このモジュールは、システムに保存されている、または外部のメールサーバーからメールデータを取得するためのAPIエンドポイントを提供します。通常、クライアントアプリケーションからのリクエストに応じて、認証されたユーザーのメールボックスから情報を取得し、整形して返却する役割を担います。","",""
"mod_1760980081569_vgnww","templates/color_settings.csv","色設定テンプレート管理モジュール","service/configuration","アプリケーションの色設定に関するテンプレートデータ（CSV形式）を管理し、システム全体または特定のUIコンポーネントに適用する色情報を定義します。これにより、テーマやカラースキームの変更が容易になります。","",""
"mod_1760980081569_i0gm8","templates/dev_guidelines_prohibited.csv","開発ガイドライン定義モジュール","service/","このモジュールは、ソフトウェア開発における禁止事項を含む開発ガイドラインを定義し、管理します。ファイルパスが示すように、`dev_guidelines_prohibited.csv` は禁止されている開発プラクティスや依存関係などの一覧をCSV形式で提供し、自動化されたコード分析や開発者の参照に利用されます。","",""
"mod_1760980081569_cnv05","templates/task_time_settings.csv","タスク時間設定管理モジュール","service/configuration","このモジュールは、タスクの標準的な時間配分、期限、作業時間などのデフォルト設定を定義するテンプレートファイル（task_time_settings.csv）を管理します。これらの設定は、タスクの計画、追跡、報告においてシステム全体で利用されます。","",""
"mod_1760980081569_zaaem","templates/work_session_quotes.csv","ワークセッション名言データモジュール","service/content","ワークセッション中にユーザーに表示するための名言データを、`templates/work_session_quotes.csv` ファイルから読み込み、管理、提供する役割を担います。","",""
"mod_1760980081569_br4sg","templates/sql_export_presets.csv","SQLエクスポート設定管理モジュール","service/export_management","SQLデータベースからのデータエクスポートにおいて、事前に定義されたエクスポート設定（プリセット）を管理し、ユーザーが容易に選択・適用できるようにする機能を提供するモジュールです。これにより、頻繁なエクスポート作業の効率化と一貫性の維持を支援します。","",""
"mod_1760980081569_6q95r","api/import-generic.php.txt","汎用データインポートAPI","service/data-import","このモジュールは、システムへの汎用的なデータインポート機能を提供するAPIエンドポイントです。特定のデータ形式やソースに依存せず、多様な外部データをシステムに取り込むための共通インターフェースとして機能します。","",""
"mod_1760980081569_h3prt","templates/google_api_settings.csv","Google API 接続設定テンプレート","service/configuration","Google API への接続に必要な各種設定（APIキー、認証情報、スコープなど）を定義するためのテンプレートCSVファイルです。アプリケーションがGoogleサービスと連携する際の基盤となる設定情報を提供します。","",""
"mod_1760980081569_ko9bu","templates/ai_settings.csv","AI設定データ管理","service/configuration","AI関連機能の動作を定義する設定情報がCSV形式で格納されており、AIサービスやコンポーネントに読み込まれるテンプレートまたはデータソースとして機能します。AIのパラメータや挙動を管理するためのデータを提供します。","",""
"mod_1760980081569_dopjp","templates/email_templates.csv","Eメールテンプレート管理","service","Eメール送信時に使用するテンプレート（件名、本文など）の定義を管理します。CSV形式で複数のテンプレートデータを保持し、動的なEメール生成をサポートするデータソースとしての役割を担います。","",""
"mod_1760980081569_9hvep","templates/tool_visibility_settings.csv","ツール表示設定モジュール","service/configuration","このモジュールは、システム内の各種ツールの表示・非表示を制御するための設定を管理します。ユーザーの権限やコンテキストに基づいて、どのツールが表示されるべきかを定義する役割を担います。","",""
"mod_1760980081569_zb6be","templates/mobile_tool_mappings.csv","モバイルツールマッピング設定管理","service/config","モバイルアプリケーション内で使用される各種ツールや機能間、または外部システムとの対応関係を定義するマッピング情報を管理し、アプリケーションに提供するモジュール。設定データはCSV形式で保持され、システムの柔軟な設定変更や統合を可能にします。","",""
"mod_1760980081569_hvwho","templates/email_general_settings.csv","メール一般設定管理","service/email_settings","システム全体で使用されるメールの基本的な設定（例: 送信元アドレス、フッター、エンコーディングなど）を定義および管理します。このCSVファイルは、これらの設定のテンプレートまたは初期値として機能します。","",""
"mod_1760981471875_jo1ev","templates/pdf_item_display_configs.csv","PDF項目表示設定管理サービス","service","PDFドキュメントに出力する個々のデータ項目が、どのようなレイアウト、表示フィールド、書式で表示されるかを定義する設定情報を管理し、PDF生成プロセスに適用する役割を持つモジュール。","",""
"mod_1760981471875_qqgux","templates/quote_tasks.csv","見積もりタスクテンプレートサービス","service/configuration","ファイルパス「templates/quote_tasks.csv」が示す、見積もり作成時に利用される標準的なタスク項目を定義したテンプレートデータの読み込み、管理、および他のモジュールへの提供を行うサービスです。これにより、新規見積もり作成時のタスク初期設定や、見積もりプロセスの標準化をサポートします。","",""
"mod_1760981471875_7rcc5","templates/bills.csv","請求データテンプレート","service","請求書、経費、その他の請求関連データをCSV形式で管理するためのテンプレートです。主にデータのエクスポートやレポート生成、あるいはデータインポート時のフォーマット定義に利用されます。","",""
"mod_1760981471875_o3zxo","templates/bill_items.csv","請求項目テンプレート管理サービス","service/template_management","ファイルパス「templates/bill_items.csv」から、請求書に記載される明細項目（bill items）のデータ構造をCSV形式で定義したテンプレートを管理し、データのインポート、エクスポート、レポート生成などの機能で利用できるよう提供する役割を担うサービスであると推測されます。","",""
